Name of Product,Description,Image Link,Price,Rating(out of 5 stars)
Name of Product : Hp Nokia 106 NEW 2018 DUAL SIM,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/2/7/7080623/7080623_16b40f30-bc58-4feb-b884-f67af09e9e82_700_700.jpg.webp,Description : Jakarta Barat,Price : Rp139.000,Star 5 of (311)
Name of Product : Samsung Galaxy Note 8 Midnight Black Original 6/64 No Shadow,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/22/d903719e-5b67-4be4-b6d3-d9d40808520b.jpg.webp,Description : Kab. Deli Serdang,Price : Rp3.550.000,
Name of Product : SAMSUNG ML-D2850B Black original,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/9/20/6757191/6757191_fdf473c7-7814-4511-808e-3dea34f0b092_915_915.jpg.webp,Description : Jakarta Selatan,Price : Rp1.500.000,
Name of Product : xiomi mi 4lte,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/10/a25be88b-049f-4ec8-b1ca-653fa8ed6acc.jpg.webp,Description : Jambi,Price : Rp250.000,
Name of Product : vivo x50 second,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/10/c20064db-4a69-4bf1-b054-73694fde3677.jpg.webp,Description : Kab. Cirebon,Price : Rp5.000.000,
Name of Product : Samsung Galaxy M31 6/128 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/3/24/2608727/2608727_a5a2e530-f6b4-4840-a708-f6224024395a_800_800.webp,Description : Jakarta Pusat,Price : Rp3.249.000,Star 5 of (471)
Name of Product : Samsung A01 Core 2/32 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/8/11/2608727/2608727_e31b4bef-2e34-44ef-912d-976e2d23e0f8_800_800.webp,Description : Jakarta Pusat,Price : Rp1.082.000,Star 5 of (657)
Name of Product : Infinix Hot 9 Play 4/64 GB Garansi Resmi,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/7/2/2608727/2608727_e2c528f4-070b-4290-a8da-0d8a4615a14d_800_800.webp,Description : Jakarta Pusat,Price : Rp1.706.000,Star 5 of (548)
Name of Product : Samsung Galaxy A11 3/32 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/6/2/2608727/2608727_565e1f0e-f0d6-4431-a110-53f819fa7e7a_800_800.webp,Description : Jakarta Pusat,Price : Rp1.746.000,Star 5 of (805)
Name of Product : Samsung Galaxy A51 6/128 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/1/24/2608727/2608727_abf6d40f-db89-4b81-8250-959f93e52a44_800_800.webp,Description : Jakarta Pusat,Price : Rp3.955.000,Star 5 of (564)
Name of Product : Samsung Galaxy A01 Core 1/16 GB Garansi Resmi SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp923.000,Star 5 of (436)
Name of Product : Samsung Galaxy A21s 6/64 GB Garansi Resmi SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp2.710.000,Star 5 of (600)
Name of Product : Realme 7i 8/128GB RAM 8GB Internal 128GB Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Tangerang,Price : Rp2.833.000,Star 5 of (229)
Name of Product : Samsung Galaxy A51 8/128 GB Garansi Resmi SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp4.264.000,Star 5 of (421)
Name of Product : Samsung Galaxy A21s 3/32 GB Garansi Resmi SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp2.259.000,Star 5 of (456)
Name of Product : Xiaomi Redmi Note 9 4/64 GB Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp2.081.000,Star 5 of (1775)
Name of Product : Samsung Galaxy M21 4/64 GB Garansi Resmi SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp2.559.000,Star 5 of (1308)
Name of Product : SAMSUNG GALAXY M31 - 6000mAh Battery - 6GB 128GB 6/128 - Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Timur,Price : Rp3.299.000,Star 5 of (375)
Name of Product : Nokia 105 King (2019) Garansi Resmi TAM,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp228.000,Star 5 of (1063)
Name of Product : Realme C11 Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Tangerang,Price : Rp1.549.000,Star 5 of (125)
Name of Product : IPHONE 11 PRO MAX 3G ULTIMATE FS 6.5" HDC,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Barat,Price : Rp1.550.000,Star 5 of (347)
