Name of Product,Description,Image Link,Price,Rating(out of 5 stars)
Name of Product : Hp Nokia 106 NEW 2018 DUAL SIM,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/2/7/7080623/7080623_16b40f30-bc58-4feb-b884-f67af09e9e82_700_700.jpg.webp,Description : Jakarta Barat,Price : Rp139.000,Star 5 of (311)
Name of Product : Samsung Galaxy Note 8 Midnight Black Original 6/64 No Shadow,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/22/d903719e-5b67-4be4-b6d3-d9d40808520b.jpg.webp,Description : Kab. Deli Serdang,Price : Rp3.550.000,
Name of Product : SAMSUNG ML-D2850B Black original,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/9/20/6757191/6757191_fdf473c7-7814-4511-808e-3dea34f0b092_915_915.jpg.webp,Description : Jakarta Selatan,Price : Rp1.500.000,
Name of Product : xiomi mi 4lte,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/10/a25be88b-049f-4ec8-b1ca-653fa8ed6acc.jpg.webp,Description : Jambi,Price : Rp250.000,
Name of Product : vivo x50 second,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/10/c20064db-4a69-4bf1-b054-73694fde3677.jpg.webp,Description : Kab. Cirebon,Price : Rp5.000.000,
Name of Product : Samsung Galaxy M31 6/128 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/3/24/2608727/2608727_a5a2e530-f6b4-4840-a708-f6224024395a_800_800.webp,Description : Jakarta Pusat,Price : Rp3.249.000,Star 5 of (471)
Name of Product : Samsung A01 Core 2/32 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/8/11/2608727/2608727_e31b4bef-2e34-44ef-912d-976e2d23e0f8_800_800.webp,Description : Jakarta Pusat,Price : Rp1.082.000,Star 5 of (657)
Name of Product : Infinix Hot 9 Play 4/64 GB Garansi Resmi,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/7/2/2608727/2608727_e2c528f4-070b-4290-a8da-0d8a4615a14d_800_800.webp,Description : Jakarta Pusat,Price : Rp1.706.000,Star 5 of (548)
Name of Product : Samsung Galaxy A11 3/32 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/6/2/2608727/2608727_565e1f0e-f0d6-4431-a110-53f819fa7e7a_800_800.webp,Description : Jakarta Pusat,Price : Rp1.746.000,Star 5 of (805)
Name of Product : Samsung Galaxy A51 6/128 GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/1/24/2608727/2608727_abf6d40f-db89-4b81-8250-959f93e52a44_800_800.webp,Description : Jakarta Pusat,Price : Rp3.955.000,Star 5 of (564)
Name of Product : Samsung Galaxy A01 Core 1/16 GB Garansi Resmi SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp923.000,Star 5 of (436)
Name of Product : Advan G5 4/32 Ram 4Gb internal 32Gb Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp1.149.000,Star 5 of (403)
Name of Product : Xiaomi Redmi 2 RAM 1/8 Garansi Distributor 1 Tahun,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Barat,Price : Rp455.000,Star 5 of (1770)
Name of Product : SAMSUNG GALAXY M31 6/128GB GARANSI RESMI,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp3.187.000,Star 5 of (139)
Name of Product : Xiaomi Note 2 RAM 2/16 Garansi Distributor 1 Tahun,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Barat,Price : Rp615.000,Star 5 of (1459)
Name of Product : Xiaomi Redmi 4A RAM 2GB ROM 16GB Garansi Distributor 1 Tahun,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp660.000,Star 5 of (558)
Name of Product : SAMSUNG GALAXY A51 RAM 6GB ROM 128GB GARANSI RESMI,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Utara,Price : Rp3.975.000,Star 5 of (283)
Name of Product : Xiaomi Redmi 9 4/64 4GB ROM 64GB Garansi resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp1.950.000,Star 5 of (313)
Name of Product : Infinix Note 7 6/128 Ram 6GB Internal 128GB Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp2.222.000,Star 5 of (156)
Name of Product : SAMSUNG TAB A8" 2019 T295 RAM 2/32GB GRS RESMI SEIN,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Pusat,Price : Rp1.829.000,Star 5 of (350)
Name of Product : SAMSUNG GALAXY A71 8/128 (RAM 8GB/128GB) 2020 GARANSI RESMI SEGEL,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/14/4505838/4505838_2b4a80e2-5dbe-41ae-b80e-244d9288a5cc_1148_1148.webp,Description : Jakarta Timur,Price : Rp5.498.000,Star 5 of (471)
Name of Product : APPLE IPHONE 7 PLUS 32GB original GSM FU GARANSI PLATINUM 1 TAHUN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/11/47426842/47426842_b07b6a75-11de-478d-bb4f-23b13fd96567_1036_1036.webp,Description : Jakarta Utara,Price : Rp5.300.000,Star 5 of (63)
Name of Product : Samsung Galaxy A01 Core 2/32 GB 2GB 32GB Garansi Resmi SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/18/5295084/5295084_5e0df4bd-c41f-42e0-8f32-82d051045d22_800_800.webp,Description : Jakarta Pusat,Price : Rp1.098.000,Star 5 of (150)
Name of Product : Samsung Galaxy J6 2018 Ram 3/32GB Garansi Resmi Sein,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/10/2/20225187/20225187_f794b000-a51b-4c44-97a4-bcf3950f5916_700_700.webp,Description : Jakarta Pusat,Price : Rp1.599.000,Star 5 of (327)
Name of Product : Samsung Galaxy M21 RAM 4GB/ROM 64GB GARANSI RESMI SEIN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/5/26/6322231/6322231_62377109-df61-427f-89ca-7239cda82b71_684_684.jpg.webp,Description : Jakarta Utara,Price : Rp2.541.000,Star 5 of (301)
Name of Product : Xiaomi Redmi 5A Prime 3/32 Gold,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/5/23/64894622/64894622_7cc82db1-0bcc-428b-966d-693f66569080_450_450.webp,Description : Jakarta Barat,Price : Rp970.000,Star 5 of (61)
Name of Product : Samsung Galaxy Note 8 Midnight Black 6/64 no shadow,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/22/cf4f9492-8f21-45b9-bc1b-cb94fdf84f1a.jpg.webp,Description : Kab. Deli Serdang,Price : Rp3.550.000,
Name of Product : hp 920 xl original black,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/10/28/4624756f-ba5f-48f4-9cbf-9e6052a1a763.jpg.webp,Description : Jakarta Pusat,Price : Rp230.000,
Name of Product : vivo y51 8/128,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/17/227d46b5-daac-4504-b3ec-4f8b8ab66996.png.webp,Description : Kab. Tangerang,Price : Rp3.149.000,
Name of Product : STRAWBERRY S8 DAKOTA DUAL CARD - CAMERA - SENTER BESAR - BIG SPEAKER,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/12/11/64459997/64459997_f11ce81a-f609-4ad5-b13b-e188f041996d_700_700.webp,Description : Tangerang,Price : Rp205.000,Star 5 of (19)
Name of Product : Samsung Galaxy A01 2/16GB 2GB 16GB Garansi Resmi,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/26/5295084/5295084_69d75331-1faa-4830-9f84-45ebe51ca873_800_800.webp,Description : Jakarta Pusat,Price : Rp1.194.000,Star 5 of (134)
Name of Product : Nokia 105 New (2019) Garansi Resmi,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/1/24/2608727/2608727_05b5c94a-eaca-4a1a-a6e4-49df06fa728b_800_800.webp,Description : Jakarta Pusat,Price : Rp228.000,Star 5 of (781)
Name of Product : Samsung A71 8/128Gb,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/2/3/5275576/5275576_4282dc73-21d0-41e9-9a2e-f641d253eb1c_2048_2048.jpg.webp,Description : Surabaya,Price : Rp5.450.000,Star 5 of (225)
Name of Product : Samsung A51 ( 8 /128 GB ),Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/10/5/09c8a2a7-d9b0-4b85-b88f-b0ef9d3ac2d7.jpg.webp,Description : Surabaya,Price : Rp4.210.000,Star 5 of (229)
Name of Product : Samsung Galaxy A10s RAM 2/32GB Garansi Resmi Samsung Indonesia (SEIN),Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/10/1/1025149/1025149_5d002ca9-4e93-400c-9021-e45f89ed1b9d_1280_1280.webp,Description : Kab. Tangerang,Price : Rp1.499.000,Star 5 of (216)
Name of Product : Xiaomi Redmi Note 2,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/7/2/2db46042-309f-4f5e-9869-32d7d8693108.jpg.webp,Description : Jakarta Barat,Price : Rp619.999,Star 5 of (375)
Name of Product : Xiaomi Redmi Note 9 Pro 8/128 GB Garansi Resmi,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/6/14/2608727/2608727_8a0b6a6c-475f-41c9-955a-d18fd5c04daf_800_800.webp,Description : Jakarta Pusat,Price : Rp3.535.000,Star 5 of (614)
Name of Product : APPLE IPHONE 7 PLUS 128GB original GSM FU GARANSI PLATINUM 1 TAHUN,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/11/47426842/47426842_9cd3e58f-91b5-420d-b345-6217758a8afd_1036_1036.webp,Description : Jakarta Utara,Price : Rp5.900.000,Star 5 of (129)
Name of Product : OPPO A37 RAM 2/16 Garansi Distributor 1 tahun,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2018/12/18/41842672/41842672_d2c0aa84-7f63-4efb-adc2-6cc097b1c1dd_2048_2048.webp,Description : Bandung,Price : Rp810.000,Star 5 of (463)
Name of Product : Xiaomi Redmi Note 9 6/128 RAM 6GB ROM 128GB GARANSI RESMI,Image Link : https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/6/19/fe76d4b2-97a2-44e4-9577-98d804c928cd.jpg.webp,Description : Jakarta Pusat,Price : Rp2.599.000,Star 5 of (137)
Name of Product : OPPO Reno 4 + GIFTBOX RAM 8GB ROM 128GB [ 8/128 ]GB Garansi Resmi,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Tangerang,Price : Rp4.499.000,Star 5 of (99)
Name of Product : Vivo Y20 3/64Gb Garansi resmi Vivo,Image Link : data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC,Description : Jakarta Timur,Price : Rp1.980.000,Star 5 of (178)
